a,dureeFeu,ecarts
2.725,30.8,118.92558326019028
2.725,31.0,35.33569820269581
2.725,31.200000000000003,44.89271725577147
2.725,31.4,37.307678729723634
2.725,31.6,42.51156840252313
2.725,31.8,47.87416224980203
2.725,32.0,52.873371316592596
2.725,32.2,59.49339310103531
2.725,32.4,67.0494188918733
2.725,32.6,75.39466553943919
2.725,32.8,85.36598267255485
2.725,33.0,95.86126506659946
2.725,33.2,109.53849292331051
2.725,33.4,124.34475911090902
2.725,33.6,111.68693217398125
2.725,33.8,96.4955853187875
2.725,34.0,90.25120620659357
2.725,34.2,105.65927984306293
2.725,34.4,30.40941808291656
2.725,34.6,40.23791939104671
2.725,34.8,49.56037198769704
2.725,35.0,59.151802976462726
2.725,35.2,69.06879300212836
2.725,35.4,79.9343357950775
2.725,35.6,90.43191919081198
2.725,35.8,100.30352552794552
2.725,36.0,108.85597014481185
2.725,36.2,116.50433729738822
2.725,36.400000000000006,125.40735036726859
2.725,36.6,134.70058909627207
2.725,36.8,144.40250637462177
2.725,37.0,130.80642363095012
2.725,37.2,91.01296635833272
2.725,37.400000000000006,83.34370990875881
2.725,37.6,81.36642886441508
2.725,37.8,38.96601670846536
2.725,38.0,38.25885889530911
2.725,38.2,43.737306633206444
2.725,38.400000000000006,51.753805500056345
2.725,38.6,63.16235391008007
2.725,38.8,77.71431818194384
2.725,39.0,93.90708909519995
2.725,39.2,109.4887682608914
2.725,39.400000000000006,125.02768613340425
2.725,39.6,140.11313919875553
2.725,39.8,153.48682849063982
2.75,20.0,127.46112927461378
2.75,20.2,132.1304872139239
2.75,20.4,38.54856195119501
2.75,20.6,42.31583535428204
2.75,20.8,52.52309874198082
2.75,21.0,67.48219522615965
2.75,21.2,82.11856235875825
2.75,21.4,93.37580191881531
2.75,21.6,103.09055679068726
2.75,21.8,115.01076081486758
2.75,22.0,130.31631352522297
2.75,22.2,146.558655266338
2.75,22.4,163.98267820237527
2.75,22.6,184.75744233334558
2.75,22.8,205.67233498988807
2.75,23.0,165.8208511286842
2.75,23.2,154.27226471539382
2.75,23.4,114.6445413712076
2.75,23.6,122.48246286265712
2.75,23.8,19.66320206007226
2.75,24.0,25.23554157399157
2.75,24.2,34.53774197902746
2.75,24.4,47.72187233745229
2.75,24.6,64.05773559455504
2.75,24.8,80.52572358683676
2.75,25.0,96.65062663865098
2.75,25.2,110.68808411541006
2.75,25.4,100.1272968616567
2.75,25.6,105.85267523748908
2.75,25.8,110.13051814508967
2.75,26.0,116.07902279084107
2.75,26.2,125.99458743452072
2.75,26.4,123.18330405544748
2.75,26.6,100.90821575113242
2.75,26.8,61.69517143181387
2.75,27.0,77.19176074917524
2.75,27.2,94.01571361989122
2.75,27.4,12.978983220521034
2.75,27.6,19.579218796529776
2.75,27.8,28.423561796862025
2.75,28.0,38.85503782771055
2.75,28.200000000000003,48.895112032721485
2.75,28.4,59.86164149546124
2.75,28.6,68.94298445306708
2.75,28.8,78.78580276436695
2.75,29.0,89.03545506454557
2.75,29.200000000000003,99.31647323021065
2.75,29.4,114.31757036950148
2.75,29.6,127.08842023375406
2.75,29.8,144.8315403209298
2.75,30.0,134.81263111898534
2.75,30.200000000000003,124.25012376775055
2.75,30.4,95.35011121188774
2.75,30.6,112.42131338670156
2.75,30.8,26.74855643265641
2.75,31.0,35.25771699565931
2.75,31.200000000000003,44.786276291012946
2.75,31.4,37.3548561953212
2.75,31.6,42.54432751039798
2.75,31.8,47.853864651422384
2.75,32.0,52.89157442287945
2.75,32.2,59.45781841550706
2.75,32.4,66.96380858363848
2.75,32.6,75.34633573029768
2.75,32.8,85.24239122897681
2.75,33.0,95.8122388782603
2.75,33.2,109.70383206821215
2.75,33.4,109.9644629443598
2.75,33.6,87.58921474602337
2.75,33.8,73.18669129263878
2.75,34.0,90.19509094084339
2.75,34.2,105.44830342679515
2.75,34.4,30.33990090794252
2.75,34.6,40.185473628417796
2.75,34.8,49.466818058389265
2.75,35.0,59.110868751376266
2.75,35.2,68.95199969753489
2.75,35.4,79.79670047320157
2.75,35.6,90.29541486323711
2.75,35.8,100.25154503660906
2.75,36.0,108.84627240850716
2.75,36.2,116.40967294591768
2.75,36.400000000000006,125.45921199033123
2.75,36.6,134.9071384188593
2.75,36.8,144.93797910556617
2.75,37.0,126.57410640259859
2.75,37.2,91.00829667637369
2.75,37.400000000000006,83.28311052633451
2.75,37.6,81.14179031481856
2.75,37.8,38.85245857881365
2.75,38.0,38.24184649033316
2.75,38.2,43.6843813077453
2.75,38.400000000000006,51.641015139730854
2.75,38.6,62.96886401025223
2.75,38.8,77.46803552828173
2.75,39.0,93.62902752709459
2.75,39.2,109.33059625927089
2.75,39.400000000000006,124.83934437689672
2.75,39.6,140.15247644428223
2.75,39.8,153.37830157918552
2.7750000000000004,20.0,127.39946251852301
2.7750000000000004,20.2,38.72714498532258
2.7750000000000004,20.4,38.64189836160611
2.7750000000000004,20.6,42.33374195659498
2.7750000000000004,20.8,52.47282108432667
2.7750000000000004,21.0,67.38511841791444
2.7750000000000004,21.2,82.05978134466622
2.7750000000000004,21.4,93.35614833932132
2.7750000000000004,21.6,103.10688641154397
2.7750000000000004,21.8,114.96093947377828
2.7750000000000004,22.0,130.21280694577104
2.7750000000000004,22.2,146.50399214051234
2.7750000000000004,22.4,163.94457875127495
2.7750000000000004,22.6,184.9531734310612
2.7750000000000004,22.8,190.87982799564267
2.7750000000000004,23.0,165.88012766033933
2.7750000000000004,23.2,154.20287157519414
2.7750000000000004,23.4,114.53967438550393
2.7750000000000004,23.6,122.43141202144307
2.7750000000000004,23.8,19.695939302252654
2.7750000000000004,24.0,25.30504416361443
2.7750000000000004,24.2,34.44039263031084
2.7750000000000004,24.4,47.59545065445247
2.7750000000000004,24.6,63.89509197166067
2.7750000000000004,24.8,80.40426873940596
2.7750000000000004,25.0,96.56464252097042
2.7750000000000004,25.2,90.21444519021011
2.7750000000000004,25.4,100.06846464646833
2.7750000000000004,25.6,106.03122510003743
2.7750000000000004,25.8,110.18358504948152
2.7750000000000004,26.0,116.12011518918602
2.7750000000000004,26.2,126.29203801279283
2.7750000000000004,26.4,115.17648488837335
2.7750000000000004,26.6,83.75274297967968
2.7750000000000004,26.8,61.490345579788496
2.7750000000000004,27.0,76.93693721711534
2.7750000000000004,27.2,93.73980894632652
2.7750000000000004,27.4,12.983303577450641
2.7750000000000004,27.6,19.57831650322137
2.7750000000000004,27.8,28.327423731814484
2.7750000000000004,28.0,38.74304323084702
2.7750000000000004,28.200000000000003,48.78518226652507
2.7750000000000004,28.4,59.70608305865471
2.7750000000000004,28.6,68.80098608910964
2.7750000000000004,28.8,78.62876493284274
2.7750000000000004,29.0,88.89676027928473
2.7750000000000004,29.200000000000003,99.16310392327193
2.7750000000000004,29.4,114.18951634833945
2.7750000000000004,29.6,127.13911321452682
2.7750000000000004,29.8,145.18038398285216
2.7750000000000004,30.0,117.91973853010235
2.7750000000000004,30.200000000000003,123.95920098024132
2.7750000000000004,30.4,95.34351495307097
2.7750000000000004,30.6,104.34184015337719
2.7750000000000004,30.8,26.6793702341052
2.7750000000000004,31.0,35.19303876360063
2.7750000000000004,31.200000000000003,44.6992011490298
2.7750000000000004,31.4,37.410282073774084
2.7750000000000004,31.6,42.58862031494984
2.7750000000000004,31.8,47.85035593654132
2.7750000000000004,32.0,52.991602274082126
2.7750000000000004,32.2,59.42833315408454
2.7750000000000004,32.4,66.90404555063783
2.7750000000000004,32.6,75.32300709402962
2.7750000000000004,32.8,85.15635966443668
2.7750000000000004,33.0,95.83745904396764
2.7750000000000004,33.2,109.89528013080566
2.7750000000000004,33.4,102.59609418453692
2.7750000000000004,33.6,87.33225780600579
2.7750000000000004,33.8,72.90866018025828
2.7750000000000004,34.0,90.14455243935697
2.7750000000000004,34.2,83.5174844975651
2.7750000000000004,34.4,30.28093902587214
2.7750000000000004,34.6,40.149946331584886
2.7750000000000004,34.8,49.393442699867684
2.7750000000000004,35.0,59.09082780542725
2.7750000000000004,35.2,68.85480028583709
2.7750000000000004,35.4,79.68009467755975
2.7750000000000004,35.6,90.18341006560738
2.7750000000000004,35.8,100.24443295701163
2.7750000000000004,36.0,108.80052044561788
2.7750000000000004,36.2,116.35644192338125
2.7750000000000004,36.400000000000006,125.64254552265433
2.7750000000000004,36.6,135.12154693901365
2.7750000000000004,36.8,132.69849764858648
2.7750000000000004,37.0,111.4556606138588
2.7750000000000004,37.2,73.38597416557238
2.7750000000000004,37.400000000000006,83.23027195708843
2.7750000000000004,37.6,80.94177301282582
2.7750000000000004,37.8,38.75702306138275
2.7750000000000004,38.0,38.23186933435081
2.7750000000000004,38.2,43.63781403862361
2.7750000000000004,38.400000000000006,51.53930160498377
2.7750000000000004,38.6,62.80069162744313
2.7750000000000004,38.8,77.24334714525101
2.7750000000000004,39.0,93.38499790594406
2.7750000000000004,39.2,109.19862424581792
2.7750000000000004,39.400000000000006,124.67804733287879
2.7750000000000004,39.6,140.21037402710652
2.7750000000000004,39.8,153.30688213791723
2.8,20.0,127.36954895276861
2.8,20.2,40.3437458812935
2.8,20.4,38.749937403544784
2.8,20.6,42.36442409736866
2.8,20.8,52.45717773208887
2.8,21.0,67.3210258002727
2.8,21.2,82.02549607811088
2.8,21.4,93.30612379124437
2.8,21.6,103.07597616093379
2.8,21.8,114.87611012546732
2.8,22.0,130.14589306175617
2.8,22.2,146.4609412239069
2.8,22.4,163.9805495090055
2.8,22.6,185.2224448749619
2.8,22.8,182.7052312215204
2.8,23.0,139.69849897661595
2.8,23.2,103.54295052944917
2.8,23.4,114.41140445152911
2.8,23.6,122.42631371476764
2.8,23.8,19.73044573156575
2.8,24.0,25.34862010649351
2.8,24.2,34.3403376644214
2.8,24.4,47.478336487341664
2.8,24.6,63.74036933108172
2.8,24.8,80.3157555342782
2.8,25.0,96.4710362589352
2.8,25.2,90.25845403471988
2.8,25.4,100.03502340777735
2.8,25.6,106.21899760966508
2.8,25.8,110.27391440407644
2.8,26.0,116.20570650135286
2.8,26.2,126.68695386685651
2.8,26.4,107.58320733886485
2.8,26.6,83.65610836697489
2.8,26.8,61.31098128967007
2.8,27.0,76.71097258832997
2.8,27.2,11.205778226152075
2.8,27.4,12.995627023105147
2.8,27.6,19.572808063945434
2.8,27.8,28.251653161425768
2.8,28.0,38.6530324936006
2.8,28.200000000000003,48.70771701840694
2.8,28.4,59.58393172838619
2.8,28.6,68.70132278998307
2.8,28.8,78.5142985189274
2.8,29.0,88.80261569511063
2.8,29.200000000000003,99.06060910267742
2.8,29.4,114.04703049642704
2.8,29.6,127.29778614895827
2.8,29.8,131.5571698108318
2.8,30.0,112.21036982229855
2.8,30.200000000000003,77.43806749646085
2.8,30.4,95.34429066888443
2.8,30.6,104.22090675084036
2.8,30.8,26.612632125427318
2.8,31.0,35.133732407230795
2.8,31.200000000000003,44.61840278103237
2.8,31.4,37.471495593500364
2.8,31.6,42.632873044461654
2.8,31.8,47.85006862252964
2.8,32.0,53.099557624503916
2.8,32.2,59.399476360208254
2.8,32.4,66.85323692387527
2.8,32.6,75.3329660301182
2.8,32.8,85.08283315608573
2.8,33.0,95.9076207862134
2.8,33.2,109.89321467385429
2.8,33.4,93.75688431282488
2.8,33.6,87.11013271953966
2.8,33.8,72.6515608944718
2.8,34.0,90.04726416879828
2.8,34.2,21.802557639720625
2.8,34.4,30.22832476887568
2.8,34.6,40.12555807313416
2.8,34.8,49.32815727982758
2.8,35.0,59.103236658872966
2.8,35.2,68.76724495281573
2.8,35.4,79.57057087013584
2.8,35.6,90.07983628415879
2.8,35.8,100.28049131102475
2.8,36.0,108.73804637337476
2.8,36.2,116.32884701681174
2.8,36.400000000000006,125.76578940139059
2.8,36.6,135.3996078319443
2.8,36.8,121.69287271072764
2.8,37.0,98.95544687953748
2.8,37.2,73.32642251735865
2.8,37.400000000000006,83.21018677671005
2.8,37.6,80.74731240754173
2.8,37.8,38.66376425476039
2.8,38.0,38.22932183510038
2.8,38.2,43.58501710110756
2.8,38.400000000000006,51.4391492708315
2.8,38.6,62.6399978415469
2.8,38.8,77.02978168232927
2.8,39.0,93.15713930611888
2.8,39.2,109.08523374140165
2.8,39.400000000000006,124.5299657749844
2.8,39.6,140.2310823142325
2.8,39.8,153.25990862468137
2.825,20.0,127.35365563094933
2.825,20.2,40.46522577977582
2.825,20.4,38.8488381677701
2.825,20.6,42.37853716566619
2.825,20.8,52.428687978613
2.825,21.0,67.23801574895289
2.825,21.2,81.9917919329736
2.825,21.4,93.28826838085175
2.825,21.6,103.07306512914113
2.825,21.8,114.83753645944783
2.825,22.0,130.09995198624048
2.825,22.2,146.3976594619734
2.825,22.4,164.02212091040315
2.825,22.6,185.63484748340298
2.825,22.8,179.00049692946828
2.825,23.0,139.7234623845762
2.825,23.2,103.45431732374877
2.825,23.4,114.28345804926727
2.825,23.6,122.44545776738849
2.825,23.8,19.76882113512071
2.825,24.0,25.376937919285183
2.825,24.2,34.236889953658924
2.825,24.4,47.35386347396734
2.825,24.6,63.576965244069285
2.825,24.8,80.2453991838397
2.825,25.0,96.37795941466636
2.825,25.2,90.29276635210415
2.825,25.4,100.0242186548927
2.825,25.6,106.41001108185887
2.825,25.8,110.35574189141482
2.825,26.0,116.34160630327138
2.825,26.2,127.24617184934829
2.825,26.4,92.13467033629314
2.825,26.6,83.58313386530415
2.825,26.8,61.163150155359745
2.825,27.0,76.51374525614442
2.825,27.2,11.287912527870263
2.825,27.4,13.006038105086002
2.825,27.6,19.545708520433674
2.825,27.8,28.17461137650251
2.825,28.0,38.55780406040116
2.825,28.200000000000003,48.625137622941246
2.825,28.4,59.45443188412505
2.825,28.6,68.59707078985966
2.825,28.8,78.39849236898829
2.825,29.0,88.71759394134533
2.825,29.200000000000003,98.96113944657597
2.825,29.4,113.92727164811492
2.825,29.6,127.58680425143476
2.825,29.8,121.55390756447486
2.825,30.0,105.06962005146649
2.825,30.200000000000003,77.43994571443584
2.825,30.4,95.36820808666195
2.825,30.6,104.10677268336065
2.825,30.8,26.54559417816987
2.825,31.0,35.07578405017912
2.825,31.200000000000003,44.54232812110116
2.825,31.4,37.52559962480494
2.825,31.6,42.65907780690837
2.825,31.8,47.84555529524099
2.825,32.0,53.175671172285305
2.825,32.2,59.3660518695897
2.825,32.4,66.80329808598518
2.825,32.6,75.38339704011943
2.825,32.8,85.01467484101673
2.825,33.0,96.06716696727572
2.825,33.2,109.77913033399591
2.825,33.4,93.86639479714296
2.825,33.6,56.783364166376245
2.825,33.8,72.40185657231311
2.825,34.0,89.89490125589
2.825,34.2,21.769772624436406
2.825,34.4,30.170306453088614
2.825,34.6,40.075317373718434
2.825,34.8,49.26027187965009
2.825,35.0,59.20740509994129
2.825,35.2,68.67965929987521
2.825,35.4,79.45243735763714
2.825,35.6,89.9746904061316
2.825,35.8,100.38377579671146
2.825,36.0,108.64606777869174
2.825,36.2,116.30063722811707
2.825,36.400000000000006,125.83636201444358
2.825,36.6,135.3751347124813
2.825,36.8,118.88283292105928
2.825,37.0,99.03225888060886
2.825,37.2,73.24512717177709
2.825,37.400000000000006,83.1926188043378
2.825,37.6,33.36320009145027
2.825,37.8,36.211188735903185
2.825,38.0,38.23087941325565
2.825,38.2,43.5397094809767
2.825,38.400000000000006,51.348136516981995
2.825,38.6,62.49189383574766
2.825,38.8,76.82342342624976
2.825,39.0,92.94028410862032
2.825,39.2,108.99894669536528
2.825,39.400000000000006,124.38703712728302
2.825,39.6,140.25110086870657
2.825,39.8,153.25494723731276
2.85,20.0,127.31341694061074
2.85,20.2,40.59044331485981
2.85,20.4,38.92910450367518
2.85,20.6,42.375672225462104
2.85,20.8,52.385784607976
2.85,21.0,67.15815338514957
2.85,21.2,81.9389338987221
2.85,21.4,93.25057503001175
2.85,21.6,103.0573993944401
2.85,21.8,114.81621759942755
2.85,22.0,130.0686540298208
2.85,22.2,146.384720091566
2.85,22.4,164.06750771743737
2.85,22.6,186.11735422114538
2.85,22.8,157.55288554865646
2.85,23.0,139.72528796438115
2.85,23.2,103.361431089734
2.85,23.4,114.18527198370757
2.85,23.6,30.80036917136151
2.85,23.8,19.80750391167602
2.85,24.0,25.402673185439617
2.85,24.2,34.16027117950429
2.85,24.4,47.266390987535644
2.85,24.6,63.42189288826326
2.85,24.8,80.12069537617687
2.85,25.0,96.22748337693524
2.85,25.2,90.2760582924083
2.85,25.4,99.97709686255683
2.85,25.6,106.54613119052566
2.85,25.8,110.42417981537429
2.85,26.0,116.55801347982323
2.85,26.2,110.06408090862796
2.85,26.4,92.2440805907319
2.85,26.6,48.33046984796108
2.85,26.8,61.01749278938263
2.85,27.0,76.3250762067766
2.85,27.2,11.37076763463039
2.85,27.4,13.01670873987975
2.85,27.6,19.504384335402783
2.85,27.8,28.095162097890757
2.85,28.0,38.4579251713307
2.85,28.200000000000003,48.53961612027264
2.85,28.4,59.32077698681695
2.85,28.6,68.48811278562387
2.85,28.8,78.2763761053445
2.85,29.0,88.68159885679712
2.85,29.200000000000003,98.87126280128092
2.85,29.4,113.83600929190516
2.85,29.6,127.94179311015834
2.85,29.8,117.69730494372246
2.85,30.0,104.96683458959035
2.85,30.200000000000003,77.53218672845799
2.85,30.4,95.44532371085785
2.85,30.6,17.934500866343303
2.85,30.8,26.488377781126992
2.85,31.0,35.026343359070886
2.85,31.200000000000003,44.468650037219305
2.85,31.4,37.58670209318914
2.85,31.6,42.692254067005635
2.85,31.8,47.851498797382376
2.85,32.0,53.23496306056843
2.85,32.2,59.34444330243544
2.85,32.4,66.76931805227214
2.85,32.6,75.42036512894929
2.85,32.8,84.97087008651901
2.85,33.0,96.38685093900098
2.85,33.2,96.69684204946466
2.85,33.4,71.82625406575778
2.85,33.6,56.56409802808864
2.85,33.8,72.16644249702823
2.85,34.0,89.72380740759296
2.85,34.2,21.744992354298603
2.85,34.4,30.124270389801616
2.85,34.6,40.01088521756684
2.85,34.8,49.210876749250566
2.85,35.0,59.292344955519354
2.85,35.2,68.61406906799553
2.85,35.4,79.35434997777568
2.85,35.6,89.89340564652403
2.85,35.8,100.33005223959341
2.85,36.0,108.57531356321005
2.85,36.2,116.31875920182932
2.85,36.400000000000006,125.9362093767433
2.85,36.6,135.34233825273196
2.85,36.8,116.8699549591303
2.85,37.0,95.8801688226861
2.85,37.2,73.19177093871835
2.85,37.400000000000006,71.54628304685977
2.85,37.6,33.33920436977211
2.85,37.8,36.26260270157689
2.85,38.0,38.23640445796836
2.85,38.2,43.49573078264559
2.85,38.400000000000006,51.25926372027722
2.85,38.6,62.347560531966565
2.85,38.8,76.6411736586946
2.85,39.0,92.75624568082117
2.85,39.2,108.9514995837174
2.85,39.400000000000006,124.27181834433242
2.85,39.6,140.2837496106311
2.85,39.8,153.23115393028246
2.875,20.0,127.2932152728594
2.875,20.2,40.70841871906475
2.875,20.4,39.01768456025556
2.875,20.6,42.386447055718804
2.875,20.8,52.36025397973298
2.875,21.0,67.07852602726784
2.875,21.2,81.89885108805626
2.875,21.4,93.24548870226752
2.875,21.6,103.03703697315655
2.875,21.8,114.7861901817035
2.875,22.0,129.99655975519545
2.875,22.2,146.34342690953133
2.875,22.4,164.2638168579451
2.875,22.6,186.8354331695828
2.875,22.8,148.9138808636694
2.875,23.0,139.7699243956745
2.875,23.2,103.2681275563684
2.875,23.4,114.0745576439727
2.875,23.6,17.970360875989055
2.875,23.8,19.83226496723462
2.875,24.0,25.40001398755156
2.875,24.2,34.069161417342755
2.875,24.4,47.15900648985205
2.875,24.6,63.26584932727977
2.875,24.8,80.02286883506359
2.875,25.0,96.11295553000264
2.875,25.2,90.31593546408132
2.875,25.4,99.98810800277914
2.875,25.6,106.7399023247675
2.875,25.8,110.53527217589114
2.875,26.0,116.89341835655073
2.875,26.2,102.9416259245374
2.875,26.4,70.79525319443255
2.875,26.6,48.2613261718936
2.875,26.8,60.905800621835965
2.875,27.0,76.23933014916152
2.875,27.2,11.447253282047939
2.875,27.4,13.02535656472746
2.875,27.6,19.466191054866716
2.875,27.8,28.034768947241723
2.875,28.0,38.3815012298344
2.875,28.200000000000003,48.48200934790879
2.875,28.4,59.21910165091195
2.875,28.6,68.41343201922368
2.875,28.8,78.19610824377799
2.875,29.0,88.67754698277963
2.875,29.200000000000003,98.81285230613244
2.875,29.4,113.77471143219813
2.875,29.6,128.38875497480842
2.875,29.8,100.36614949197322
2.875,30.0,104.88417096329682
2.875,30.200000000000003,77.6058036677511
2.875,30.4,95.55369253726587
2.875,30.6,17.90934462547697
2.875,30.8,26.432496742777246
2.875,31.0,34.98075357468929
2.875,31.200000000000003,44.400333663183694
2.875,31.4,37.65176767778982
2.875,31.6,42.7298933308144
2.875,31.8,47.86541730885129
2.875,32.0,53.276814170531395
2.875,32.2,59.33007577926308
2.875,32.4,66.74665819568041
2.875,32.6,75.44714075600393
2.875,32.8,84.94620768046059
2.875,33.0,96.75198798404088
2.875,33.2,87.75165271360514
2.875,33.4,71.61960420813483
2.875,33.6,56.357020692879765
2.875,33.8,71.93967324936733
2.875,34.0,32.20313796931599
2.875,34.2,21.720083406102084
2.875,34.4,30.076463255344002
2.875,34.6,39.950823796773946
2.875,34.8,49.16427627179782
2.875,35.0,59.329511992839585
2.875,35.2,68.55659308516357
2.875,35.4,79.26610529749624
2.875,35.6,89.82768338379563
2.875,35.8,100.28644151755125
2.875,36.0,108.51262011794228
2.875,36.2,116.35420949538849
2.875,36.400000000000006,126.06340554618036
2.875,36.6,121.85206730725943
2.875,36.8,108.36852331666863
2.875,37.0,64.2052667230466
2.875,37.2,73.13825983956254
2.875,37.400000000000006,71.38128546840716
2.875,37.6,33.30643035833929
2.875,37.8,36.31091277999612
2.875,38.0,38.238729792828
2.875,38.2,43.45110995070762
2.875,38.400000000000006,51.18470413468597
2.875,38.6,62.21693480318703
2.875,38.8,76.46698561649742
2.875,39.0,92.58521767049297
2.875,39.2,108.8998345353719
2.875,39.400000000000006,124.17291893154632
2.875,39.6,140.28774048157183
2.875,39.8,153.2560083056992
2.9000000000000004,20.0,101.54128961204675
2.9000000000000004,20.2,40.82973440588164
2.9000000000000004,20.4,39.090484793542736
2.9000000000000004,20.6,42.38901418637608
2.9000000000000004,20.8,52.34066541988269
2.9000000000000004,21.0,67.02596775593639
2.9000000000000004,21.2,81.86476484234859
2.9000000000000004,21.4,93.22230924790858
2.9000000000000004,21.6,103.00086565407248
2.9000000000000004,21.8,114.7293964015833
2.9000000000000004,22.0,129.93520194564357
2.9000000000000004,22.2,146.33628452866054
2.9000000000000004,22.4,164.51481376724908
2.9000000000000004,22.6,167.4627673031176
2.9000000000000004,22.8,148.97158921881152
2.9000000000000004,23.0,123.78411476490228
2.9000000000000004,23.2,103.15913327941625
2.9000000000000004,23.4,113.97490619690291
2.9000000000000004,23.6,18.041665936381037
2.9000000000000004,23.8,19.865386849099444
2.9000000000000004,24.0,25.395881347209794
2.9000000000000004,24.2,33.98865799413772
2.9000000000000004,24.4,47.07812974901857
2.9000000000000004,24.6,63.14505772218242
2.9000000000000004,24.8,79.91448199837575
2.9000000000000004,25.0,95.99664574504875
2.9000000000000004,25.2,90.34365297747031
2.9000000000000004,25.4,99.97264671354719
2.9000000000000004,25.6,106.91430654026028
2.9000000000000004,25.8,110.6412308509336
2.9000000000000004,26.0,117.31661966061796
2.9000000000000004,26.2,94.85911678177419
2.9000000000000004,26.4,70.84796537907644
2.9000000000000004,26.6,48.20504004804675
2.9000000000000004,26.8,60.793883457423064
2.9000000000000004,27.0,62.955586115096665
2.9000000000000004,27.2,11.527020683363961
2.9000000000000004,27.4,13.03055921358769
2.9000000000000004,27.6,19.41884277940015
2.9000000000000004,27.8,27.964672657116715
2.9000000000000004,28.0,38.29117429040001
2.9000000000000004,28.200000000000003,48.411482080911085
2.9000000000000004,28.4,59.10215117403095
2.9000000000000004,28.6,68.31911204176063
2.9000000000000004,28.8,78.10278612717403
2.9000000000000004,29.0,88.64733939129525
2.9000000000000004,29.200000000000003,98.75307360211903
2.9000000000000004,29.4,113.79638386097665
2.9000000000000004,29.6,114.59696832845135
2.9000000000000004,29.8,100.6364251980309
2.9000000000000004,30.0,60.859051399908566
2.9000000000000004,30.200000000000003,77.63911622656997
2.9000000000000004,30.4,88.34902611431676
2.9000000000000004,30.6,17.885104472696185
2.9000000000000004,30.8,26.381809998638744
2.9000000000000004,31.0,34.92912972054371
2.9000000000000004,31.200000000000003,44.33535013253197
2.9000000000000004,31.4,37.71411741971124
2.9000000000000004,31.6,42.76202820451747
2.9000000000000004,31.8,47.878212562991685
2.9000000000000004,32.0,53.30849409535068
2.9000000000000004,32.2,59.31894422873947
2.9000000000000004,32.4,66.72782404130103
2.9000000000000004,32.6,75.4590267187589
2.9000000000000004,32.8,84.98273353847375
2.9000000000000004,33.0,96.97918909916851
2.9000000000000004,33.2,77.90916874724576
2.9000000000000004,33.4,71.41216318375334
2.9000000000000004,33.6,56.16394194556888
2.9000000000000004,33.8,71.73073834236357
2.9000000000000004,34.0,28.667038005745574
2.9000000000000004,34.2,21.69133529720788
2.9000000000000004,34.4,30.02574100402047
2.9000000000000004,34.6,39.88965244876919
2.9000000000000004,34.8,49.11766837131416
2.9000000000000004,35.0,59.32040782949392
2.9000000000000004,35.2,68.49520616808027
2.9000000000000004,35.4,79.17105453712611
2.9000000000000004,35.6,89.82477163005034
2.9000000000000004,35.8,100.23124259502386
2.9000000000000004,36.0,108.44715280781247
2.9000000000000004,36.2,116.40271894385924
2.9000000000000004,36.400000000000006,126.29874484457008
2.9000000000000004,36.6,110.28677192449634
2.9000000000000004,36.8,87.74032966066655
2.9000000000000004,37.0,64.21442773641849
2.9000000000000004,37.2,73.08106780543386
2.9000000000000004,37.400000000000006,69.17040220435719
2.9000000000000004,37.6,33.26345659609849
2.9000000000000004,37.8,36.352972673783725
2.9000000000000004,38.0,38.241823054011554
2.9000000000000004,38.2,43.402359506391434
2.9000000000000004,38.400000000000006,51.109010209335395
2.9000000000000004,38.6,62.08124779107716
2.9000000000000004,38.8,76.29173120671263
2.9000000000000004,39.0,92.41356765876247
2.9000000000000004,39.2,108.8211080447386
2.9000000000000004,39.400000000000006,124.0622092148958
2.9000000000000004,39.6,140.25521385703794
2.9000000000000004,39.8,153.36837082898685
2.925,20.0,51.931808704176916
2.925,20.2,40.94351795033212
2.925,20.4,39.15883676610777
2.925,20.6,42.390754063518784
2.925,20.8,52.29186931941856
2.925,21.0,66.96109127086409
2.925,21.2,81.83670293374082
2.925,21.4,93.2238481858036
2.925,21.6,102.99045733581144
2.925,21.8,114.71860028483533
2.925,22.0,129.92020953937606
2.925,22.2,146.29794207037162
2.925,22.4,164.85736863343263
2.925,22.6,162.90549387655554
2.925,22.8,122.7685901265044
2.925,23.0,89.64413640740133
2.925,23.2,103.07622048247003
2.925,23.4,113.91053644102342
2.925,23.6,18.114282545571037
2.925,23.8,19.894496200745856
2.925,24.0,25.39266014426026
2.925,24.2,33.89931822503789
2.925,24.4,46.973482568082005
2.925,24.6,62.977678716192585
2.925,24.8,79.77602516306595
2.925,25.0,95.86452021631983
2.925,25.2,90.37006927055414
2.925,25.4,99.98191771910854
2.925,25.6,107.13091578876936
2.925,25.8,110.86615603102925
2.925,26.0,117.95442007646312
2.925,26.2,82.07673740772263
2.925,26.4,70.92141056954185
2.925,26.6,48.15177882682487
2.925,26.8,60.67910633150006
2.925,27.0,17.089492224633563
2.925,27.2,11.604349414931193
2.925,27.4,13.038608757099015
2.925,27.6,19.37582132373547
2.925,27.8,27.904785802189515
2.925,28.0,38.21357793252196
2.925,28.200000000000003,48.366077029147064
2.925,28.4,59.00249807580925
2.925,28.6,68.23619039647649
2.925,28.8,78.04953373821817
2.925,29.0,88.63217884861436
2.925,29.200000000000003,98.74950163314548
2.925,29.4,113.90599908310242
2.925,29.6,106.10439263501027
2.925,29.8,87.48638783965069
